#---------------------------------------------------------
# Best fthr for global dispersion optimisation for ASIC249.
# Rows: #Channels
# Columns: Peaking time
#---------------------------------------------------------
7	7	7	7	7	7	7	7	
7	7	7	7	7	7	7	7	
7	7	7	7	7	7	7	7	
5	4	4	4	4	4	4	4	
4	4	3	3	3	3	3	3	
5	5	5	5	5	5	5	5	
5	5	5	5	5	5	5	5	
7	7	7	7	7	7	7	7	
2	2	2	2	2	2	2	3	
5	5	5	5	6	6	6	6	
0	0	0	0	0	0	0	0	
7	7	7	7	7	7	7	7	
7	7	7	7	7	7	7	7	
7	7	7	7	7	7	7	7	
3	3	3	3	3	3	3	3	
2	2	2	2	2	2	2	2	
4	4	4	4	4	4	4	4	
6	6	6	6	6	6	6	6	
6	6	6	6	6	6	6	6	
6	6	6	6	6	6	6	6	
1	1	1	1	1	1	1	1	
2	2	2	2	2	2	2	2	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
1	1	1	1	1	1	1	1	
0	0	0	0	0	0	0	0	
7	7	7	7	7	7	7	7	
0	0	0	0	0	0	0	0	
1	1	1	1	1	1	1	1	
0	0	0	0	0	0	0	0	
6	6	6	6	6	6	6	6	
